Term,IDF
pembangunanbuang,"7,759255271"
pembangunanya,"7,353790163"
pembangynan,"7,759255271"
pembngun,"7,759255271"
pembngunan,"7,353790163"
pemerintahsukses,"7,759255271"
pemimpincalon,"7,759255271"
pempus,"7,759255271"
pemrintah,"7,759255271"
pemuda,"7,759255271"
pencil,"7,759255271"
pendapata,"7,759255271"
pendek,"7,759255271"
penghianat,"7,353790163"
penjara,"7,353790163"
pensiun,"7,353790163"
pentakbiran,"7,759255271"
penting,"5,233526626"
penuh,"6,506492302"
per,"6,660642982"
peran,"7,353790163"
perang,"6,255177874"
peras,"7,06610809"
perata,"6,149817358"
percaya,"6,842964539"
percuma,"7,06610809"
pergi,"7,353790163"
perhati,"6,255177874"
perintah,"4,540379446"
periode,"6,506492302"
perlu,"5,679813729"
permanen,"7,353790163"
pernah,"6,255177874"
persen,"6,660642982"
personil,"7,759255271"
pertama,"6,37296091"
pesan,"7,353790163"
pesimis,"7,06610809"
pihak,"6,842964539"
pikir,"5,456670178"
pikirin,"6,842964539"
pilih,"5,456670178"
pilpres,"7,353790163"
pimpin,"5,361359998"
pindah,"4,247709832"
pinggir,"7,06610809"
pingin,"7,06610809"
pinjam,"7,353790163"
pintar,"7,06610809"
pinter,"7,06610809"
pita,"7,353790163"
pki,"7,353790163"
plastik,"7,759255271"
pln,"7,353790163"
pns,"7,06610809"
pohon,"5,361359998"
pokok,"6,37296091"
politik,"6,37296091"
polos,"7,353790163"
polusi,"7,06610809"
pondasi,"7,06610809"
populasi,"6,506492302"
positif,"7,353790163"
potong,"6,842964539"
prabowo,"7,353790163"
preaiden,"7,353790163"
prediksi,"7,353790163"
presiden,"3,716204003"
pret,"6,506492302"
pribadi,"6,506492302"
pribumi,"6,255177874"
prioritas,"6,842964539"
produk,"7,353790163"
produksi,"6,506492302"
produktif,"7,06610809"
proges,"7,353790163"
program,"5,887453094"
progres,"6,149817358"
project,"6,842964539"
projek,"7,06610809"
properti,"7,353790163"
proses,"5,619189107"
protes,"7,353790163"
proton,"7,353790163"
provinsi,"6,842964539"
proyek,"3,751922085"
puan,"7,06610809"
puja,"7,06610809"
puji,"7,06610809"
pulau,"5,562030693"
puluh,"6,37296091"
punya,"5,194305913"
pupr,"7,06610809"
pupuk,"7,06610809"
pura,"6,506492302"
pusat,"5,679813729"
putar,"7,353790163"
putin,"7,353790163"
putra,"7,06610809"
putrajaya,"7,353790163"
putrajayaindonesia,"7,759255271"
putraputri,"7,759255271"
putri,"7,06610809"
putus,"6,842964539"
qc,"7,759255271"
qu,"7,759255271"
quot,"5,619189107"
rabbal,"7,353790163"
rada,"7,759255271"
radikal,"7,759255271"
ragu,"7,353790163"
rahasia,"7,353790163"
rahayu,"7,353790163"
rahman,"7,759255271"
raih,"7,759255271"
raja,"6,842964539"
rak,"7,759255271"
rakus,"7,06610809"
rakyak,"7,353790163"
rakyat,"3,837281934"
rakyataminn,"7,759255271"
rakyate,"7,759255271"
rakyatnyamari,"7,759255271"
ramah,"7,759255271"
ramai,"6,660642982"
rame,"7,759255271"
rampok,"7,353790163"
rampung,"6,660642982"
rancang,"7,353790163"
rang,"7,759255271"
rangka,"7,353790163"
rantau,"6,842964539"
rap,"7,759255271"
rapat,"7,759255271"
rapi,"6,660642982"
rapih,"7,353790163"
ras,"7,06610809"
rasa,"5,74435225"
rasyd,"7,759255271"
rasyid,"7,759255271"
rata,"5,887453094"
ratna,"7,759255271"
ratus,"7,353790163"
raut,"7,353790163"
rawan,"7,353790163"
rawat,"7,353790163"
raya,"6,506492302"
rb,"7,759255271"
realisasi,"6,660642982"
realita,"7,759255271"
reboisasipenghijauan,"7,759255271"
rebut,"7,759255271"
recokin,"7,759255271"
recycling,"7,759255271"
redbull,"7,759255271"
reformasi,"7,759255271"
rejeki,"7,759255271"
rekom,"7,759255271"
rekomendasi,"7,759255271"
rekrutmen,"7,759255271"
rektor,"7,06610809"
relatif,"7,759255271"
relokasi,"7,759255271"
remeh,"7,759255271"
renang,"7,759255271"
rencana,"5,407880014"
rendah,"6,842964539"
rendam,"7,759255271"
rentan,"7,759255271"
renti,"7,759255271"
repot,"7,759255271"
repro,"7,759255271"
republik,"7,06610809"
resap,"7,759255271"
resesi,"7,353790163"
resiko,"7,353790163"
resmi,"6,842964539"
restu,"7,759255271"
resume,"7,759255271"
revisi,"7,759255271"
revolusi,"7,759255271"
rezim,"6,842964539"
ri,"5,74435225"
riadi,"7,759255271"
riau,"7,759255271"
ribu,"5,967495801"
ribut,"7,353790163"
ridho,"7,759255271"
ridlo,"7,759255271"
ridwan,"7,759255271"
rif,"7,759255271"
rimba,"7,759255271"
rimbun,"7,759255271"
rindang,"7,759255271"
ringan,"7,353790163"
ripah,"7,759255271"
riset,"7,353790163"
rmhnya,"7,759255271"
robbal,"7,759255271"
roboh,"7,759255271"
rocky,"7,353790163"
roda,"7,353790163"
rokok,"7,353790163"
rp,"7,06610809"
ruang,"6,660642982"
ruas,"7,759255271"
rubah,"7,353790163"
rugi,"6,842964539"
rumah,"5,407880014"
rupa,"7,06610809"
rusak,"5,619189107"
rusia,"7,06610809"
rusun,"7,353790163"
rutin,"7,353790163"
saat,"7,06610809"
sabang,"7,06610809"
sabar,"6,660642982"
sadar,"6,506492302"
sah,"7,353790163"
sahabat,"7,353790163"
saham,"7,759255271"
saing,"7,06610809"
sak,"7,759255271"
sakit,"6,149817358"
saksi,"6,842964539"
salah,"5,619189107"
salam,"5,679813729"
salur,"7,759255271"
salut,"7,353790163"
sama,"4,60225485"
samarinda,"7,06610809"
sampah,"6,660642982"
sampe,"5,562030693"
sampean,"7,759255271"
sampeyan,"7,759255271"
samping,"7,759255271"
sampit,"7,759255271"
san,"7,759255271"
sana,"4,763522997"
sanaini,"7,759255271"
sanatp,"7,759255271"
sanes,"7,759255271"
sang,"7,759255271"
sangat,"4,341528587"
sangka,"7,353790163"
sanjung,"7,759255271"
sanksi,"7,759255271"
santai,"7,759255271"
santun,"7,353790163"
sapa,"7,759255271"
saputra,"7,759255271"
sara,"7,759255271"
saran,"7,06610809"
sarana,"7,06610809"
sarang,"7,06610809"
satu,"4,89705439"
satwa,"7,06610809"
saudara,"6,506492302"
saudarasaudara,"7,759255271"
saudi,"7,759255271"
sawah,"7,759255271"
sawit,"6,506492302"
sayang,"5,967495801"
sayap,"7,759255271"
sbgai,"7,759255271"
sblunya,"7,759255271"
sbnernya,"7,759255271"
sbodo,"7,759255271"
scpt,"7,759255271"
sd,"7,353790163"
sdm,"6,660642982"
sdmnya,"7,759255271"
se,"7,759255271"
seaplane,"7,759255271"
sebab,"7,06610809"
sebaikanya,"7,759255271"
sebanyakbanyaknya,"7,759255271"
sebar,"7,06610809"
sebarkaan,"6,842964539"
sebelumx,"7,759255271"
sebenernya,"7,759255271"
sebentar,"6,149817358"
sebernya,"7,353790163"
sebgi,"7,759255271"
sebut,"6,255177874"
sedang,"6,255177874"
sedih,"6,506492302"
sedikit,"6,506492302"
seflpiwet,"7,759255271"
sefrequensikalau,"7,759255271"
seftpower,"7,759255271"
segala,"5,967495801"
segan,"7,759255271"
segani,"7,759255271"
segar,"7,759255271"
seger,"7,759255271"
segera,"5,74435225"
segi,"7,759255271"
segitu,"7,759255271"
seh,"7,759255271"
seharihari,"7,759255271"
sehat,"4,691202336"
sehatsemangatyang,"7,759255271"
sejahtera,"5,74435225"
sejahtraslm,"7,759255271"
sejajar,"7,759255271"
sejak,"6,37296091"
sejarah,"5,887453094"
sejuk,"7,759255271"
sekali,"5,274348621"
sekarang,"4,841484539"
sekian,"7,353790163"
sekitar,"6,660642982"
sekolah,"7,353790163"
sel,"7,353790163"
selaku,"7,353790163"
selalu,"5,274348621"
selamat,"5,156565585"
selatan,"6,842964539"
selesai,"4,540379446"
seluruh,"5,967495801"
semangat,"5,194305913"
semata,"7,759255271"
sembarang,"7,759255271"
semoi,"7,353790163"
sempat,"7,06610809"
sempit,"6,842964539"
semrawut,"7,06610809"
semua,"3,788963357"
semuga,"7,06610809"
semut,"7,759255271"
senang,"6,149817358"
sendiri,"5,194305913"
sendiridongo,"7,759255271"
sendirisendiri,"7,759255271"
senggolkita,"7,759255271"
sengsara,"7,06610809"
sensara,"7,759255271"
sentuh,"7,759255271"
senyum,"7,759255271"
seoul,"7,759255271"
sepakat,"7,353790163"
sepakbola,"7,759255271"
sepeda,"7,759255271"
sepenuh,"7,353790163"
seperti,"7,353790163"
sepet,"7,759255271"
sepi,"7,353790163"
sera,"7,759255271"
serah,"7,353790163"
serakah,"6,660642982"
serang,"7,06610809"
serap,"6,37296091"
serawak,"7,759255271"
serbu,"7,353790163"
seret,"7,759255271"
sering,"6,842964539"
serius,"7,353790163"
serta,"7,06610809"
sertifikasi,"7,759255271"
server,"7,759255271"
sesal,"7,759255271"
sesuai,"5,456670178"
sesuatu,"7,759255271"
setapak,"7,759255271"
setop,"7,759255271"
sewa,"7,759255271"
sga,"7,759255271"
sgl,"7,759255271"
sgr,"7,759255271"
shg,"7,759255271"
shrsnya,"7,759255271"
sht,"7,353790163"
si,"5,74435225"
sia,"7,06610809"
siap,"5,679813729"
siapa,"5,194305913"
siapquot,"7,353790163"
siasia,"7,759255271"
siber,"7,759255271"
sibuk,"7,759255271"
side,"7,759255271"
sifat,"7,759255271"
sih,"5,562030693"
sikat,"7,759255271"
silah,"7,06610809"
silam,"7,759255271"
silkarnya,"7,759255271"
simak,"7,759255271"
simbol,"7,353790163"
simpang,"7,759255271"
simple,"7,759255271"
simplejgn,"7,759255271"
sin,"7,759255271"
sing,"7,759255271"
singapore,"7,353790163"
singaporequot,"7,759255271"
singapura,"7,353790163"
singkir,"6,842964539"
sini,"5,619189107"
sinisogok,"7,759255271"
sinyal,"7,759255271"
sip,"7,353790163"
sipil,"7,353790163"
sirkuit,"7,353790163"
sistem,"6,660642982"
sistim,"7,759255271"
situ,"6,506492302"
situasi,"7,06610809"
situuu,"7,759255271"
sj,"7,06610809"
sja,"7,759255271"
sjahteraberantas,"7,759255271"
ska,"7,06610809"
skali,"7,759255271"
skil,"7,759255271"
skill,"7,353790163"
skrang,"7,759255271"
skt,"7,353790163"
skyway,"7,759255271"
slain,"7,759255271"
slalu,"7,759255271"
slamatan,"7,759255271"
sll,"7,353790163"
sllalu,"7,759255271"
sllu,"7,06610809"
slnjutnya,"7,759255271"
slogan,"7,353790163"
slse,"7,759255271"
smeua,"7,759255271"
smkin,"7,759255271"
smuanyasdangkan,"7,759255271"
sndiri,"7,353790163"
sngat,"7,759255271"
so,"6,842964539"
soal,"6,37296091"
society,"7,759255271"
sodaraku,"7,759255271"
sodet,"7,759255271"
soekarno,"7,353790163"
soetta,"7,759255271"
softbank,"7,759255271"
sogok,"7,759255271"
sok,"7,353790163"
solar,"7,353790163"
solarcell,"7,759255271"
solid,"7,759255271"
solusi,"6,660642982"
somary,"7,759255271"
somoga,"7,759255271"
sosial,"6,506492302"
sp,"7,759255271"
sprt,"7,759255271"
stadion,"7,353790163"
standart,"7,759255271"
stop,"6,842964539"
strategis,"7,06610809"
struktur,"7,353790163"
style,"7,06610809"
suap,"6,842964539"
suara,"7,06610809"
suatu,"5,967495801"
subsidi,"6,506492302"
sudut,"7,353790163"
suka,"5,74435225"
sukses,"5,05120507"
suku,"6,660642982"
sulawesi,"7,06610809"
sulit,"6,37296091"
sumatera,"7,353790163"
sumatra,"6,842964539"
sumber,"6,842964539"
sungai,"6,842964539"
sungguh,"6,842964539"
super,"6,842964539"
supir,"7,353790163"
suruh,"6,660642982"
susah,"6,054507178"
susilo,"6,660642982"
swasta,"7,353790163"
swt,"6,506492302"
sya,"6,506492302"
syah,"7,353790163"
syariah,"7,353790163"
syukur,"7,06610809"
tadi,"6,660642982"
tahan,"6,37296091"
tahap,"6,149817358"
tahu,"6,255177874"
tahun,"4,341528587"
takut,"6,054507178"
tambah,"5,887453094"
tambang,"6,506492302"
tampak,"7,06610809"
tampung,"7,06610809"
tanah,"4,95589489"
tanam,"5,813345122"
tangan,"6,255177874"
tanggul,"7,353790163"
tanggung,"6,660642982"
tani,"7,353790163"
tanya,"5,967495801"
tapi,"7,353790163"
target,"7,06610809"
tarik,"6,842964539"
taruh,"7,353790163"
tata,"5,74435225"
tau,"5,619189107"
taun,"7,759255271"
tebang,"6,054507178"
tegas,"7,353790163"
tekad,"7,353790163"
tekan,"7,06610809"
telat,"7,06610809"
tempat,"4,868883513"
tenaga,"6,149817358"
tenang,"7,353790163"
tengah,"5,967495801"
tenggelam,"6,842964539"
tentu,"6,660642982"
tepat,"6,054507178"
ter,"6,660642982"
terampil,"7,353790163"
teriak,"7,06610809"
terima,"5,74435225"
terimakasih,"6,842964539"
terlalu,"5,407880014"
teroris,"7,06610809"
tertawa,"7,353790163"
terus,"4,409351183"
terusrakyat,"7,759255271"
terusss,"7,353790163"
terwujudjawa,"7,759255271"
terwujudsemoga,"7,759255271"
terwujutamiiinnn,"7,759255271"
tetangga,"6,842964539"
tetanggahutangmu,"7,759255271"
tetap,"5,05120507"
tetapa,"7,759255271"
tetep,"6,255177874"
tgg,"7,759255271"
tgl,"7,759255271"
the,"6,255177874"
thebeess,"7,759255271"
thnkalimantan,"7,759255271"
tiang,"6,842964539"
tiap,"5,813345122"
tiba,"7,759255271"
tibaquot,"7,759255271"
tibatiba,"7,759255271"
tidakbakan,"7,759255271"
tidakdilanjuti,"7,759255271"
tidur,"7,353790163"
tikai,"7,759255271"
tikus,"7,759255271"
timbul,"7,353790163"
timses,"7,759255271"
timur,"6,149817358"
timurbarat,"7,759255271"
tinggal,"5,120197941"
tinggalanya,"7,759255271"
tinggalin,"7,353790163"
tingggi,"7,759255271"
tinggi,"5,679813729"
tinggiquot,"7,759255271"
tingkat,"5,967495801"
tionghoa,"7,759255271"
tiongkok,"6,660642982"
tipisquot,"7,759255271"
tipu,"7,759255271"
tir,"7,353790163"
titik,"6,506492302"
titis,"7,759255271"
tk,"7,759255271"
tka,"6,842964539"
tki,"7,759255271"
tlh,"7,759255271"
tmpat,"7,759255271"
tngelam,"7,759255271"
tni,"6,842964539"
to,"7,759255271"
tok,"7,759255271"
tokkerja,"7,759255271"
toko,"7,06610809"
tokyo,"7,759255271"
tol,"5,456670178"
tolak,"6,506492302"
toleran,"7,759255271"
tolhidup,"7,759255271"
toll,"7,353790163"
tolol,"7,06610809"
tolong,"7,759255271"
tolooong,"7,759255271"
tonggak,"7,759255271"
tongkraaangtongkrong,"7,759255271"
tonton,"7,06610809"
tool,"7,759255271"
tooooooolooooooool,"7,759255271"
top,"7,353790163"
topografi,"7,759255271"
total,"7,353790163"
tower,"7,759255271"
towermasih,"7,759255271"
towernya,"7,759255271"
tpimau,"7,759255271"
traffic,"7,759255271"
traficlight,"7,759255271"
transmigran,"7,759255271"
transparan,"7,759255271"
transportasi,"7,06610809"
traspotasi,"7,759255271"
tres,"7,759255271"
tri,"7,759255271"
triliun,"7,06610809"
trilliun,"7,759255271"
trilyun,"7,353790163"
trim,"7,759255271"
trimakasih,"7,759255271"
trimalah,"7,759255271"
trimkasih,"7,759255271"
triplek,"7,759255271"
triumf,"7,759255271"
trjadijgn,"7,759255271"
trjdi,"7,759255271"
trlibat,"7,353790163"
trmasuk,"7,759255271"
trmkasih,"7,759255271"
tros,"7,759255271"
trotoar,"7,06610809"
trsbar,"7,759255271"
truk,"7,353790163"
trus,"5,967495801"
trutama,"7,759255271"
truz,"7,759255271"
tsb,"7,759255271"
tu,"6,37296091"
tua,"7,353790163"
tuai,"7,759255271"
tugas,"6,255177874"
tugasquot,"7,759255271"
tuh,"5,813345122"
tuhan,"5,967495801"
tuhh,"7,759255271"
tuju,"4,763522997"
tukang,"7,06610809"
tukangkaplingsuargo,"7,759255271"
tukangmandor,"7,759255271"
tulus,"7,759255271"
tumbuh,"6,842964539"
tumpu,"7,759255271"
tumpuk,"7,353790163"
tunda,"7,759255271"
tunduk,"7,353790163"
tunggal,"7,353790163"
tunggu,"6,660642982"
tunjang,"7,06610809"
tunjuk,"7,06610809"
tunnel,"7,353790163"
tuntas,"7,06610809"
turbin,"7,353790163"
turun,"6,842964539"
turut,"6,660642982"
tut,"7,759255271"
tutorial,"7,759255271"
tutup,"7,759255271"
tuyuk,"7,759255271"
tv,"7,759255271"
tw,"7,759255271"
uang,"4,868883513"
ubah,"6,149817358"
ucap,"7,759255271"
udah,"7,353790163"
udahlah,"7,759255271"
udara,"6,506492302"
udelw,"7,759255271"
ug,"7,759255271"
ugal,"7,759255271"
ugalan,"7,759255271"
ujung,"6,054507178"
ukir,"7,759255271"
ukraina,"7,759255271"
ukur,"7,06610809"
ulah,"7,759255271"
ulang,"7,759255271"
ular,"7,759255271"
ultah,"7,759255271"
umat,"7,353790163"
umum,"5,456670178"
umur,"6,255177874"
undang,"6,842964539"
undangquot,"7,759255271"
ungan,"7,759255271"
ungkit,"7,759255271"
unhas,"7,353790163"
unhaspembangunan,"7,759255271"
unisula,"7,759255271"
unit,"7,759255271"
unt,"7,06610809"
untk,"7,759255271"
untuk,"7,759255271"
untung,"6,660642982"
up,"6,506492302"
upa,"7,759255271"
upacara,"6,660642982"
update,"6,506492302"
upin,"7,759255271"
upsss,"7,759255271"
uranium,"7,759255271"
urban,"7,759255271"
urgen,"7,759255271"
urgensi,"7,06610809"
urgent,"7,759255271"
uripw,"7,759255271"
urus,"6,054507178"
urusane,"7,759255271"
usa,"7,759255271"
usah,"6,255177874"
usaha,"5,562030693"
usak,"7,353790163"
usia,"7,353790163"
usul,"6,660642982"
utama,"5,562030693"
utang,"7,759255271"
utanggg,"7,759255271"
utangmana,"7,759255271"
utangquot,"7,759255271"
utara,"7,353790163"
utaraselatan,"7,759255271"
utuh,"7,353790163"
uu,"6,255177874"
uud,"7,06610809"
uwaiskmmasih,"7,759255271"
ver,"7,759255271"
versi,"7,06610809"
video,"6,660642982"
vidioin,"7,759255271"
vietnam,"7,759255271"
vihara,"6,842964539"
violet,"7,353790163"
visi,"7,06610809"
visioner,"7,759255271"
viva,"7,759255271"
vs,"7,759255271"
wa,"7,353790163"
wacana,"7,353790163"
waduh,"7,759255271"
waduk,"7,06610809"
wah,"7,353790163"
wahabi,"7,759255271"
wahai,"7,759255271"
wajah,"7,759255271"
wajib,"6,842964539"
wakanda,"7,353790163"
wakid,"7,759255271"
wakil,"7,353790163"
waktu,"5,74435225"
walaupun,"6,660642982"
walhi,"7,759255271"
wan,"7,353790163"
waras,"7,353790163"
wardana,"7,759255271"
warga,"5,156565585"
waris,"7,759255271"
warna,"7,353790163"
warni,"7,759255271"
warung,"7,06610809"
was,"7,759255271"
washington,"7,759255271"
waspada,"7,759255271"
wauu,"7,759255271"
waw,"7,759255271"
weh,"7,759255271"
welcome,"7,759255271"
wenang,"7,759255271"
wewenang,"7,759255271"
wib,"7,759255271"
wibawa,"7,353790163"
widodo,"6,660642982"
wih,"7,759255271"
wihara,"7,353790163"
wiii,"7,759255271"
wika,"7,759255271"
wilayah,"5,887453094"
will,"7,759255271"
wisata,"7,06610809"
wkkwwk,"7,759255271"
wkm,"7,759255271"
wkwk,"7,06610809"
wkwkkw,"7,759255271"
wkwkw,"7,06610809"
wkwkwk,"6,842964539"
wkwkwkk,"7,759255271"
wkwkwkkw,"7,759255271"
wkwkwkpadahal,"7,759255271"
wkwkwkwkwk,"7,759255271"
wkwkwwk,"7,759255271"
wna,"7,353790163"
woi,"7,353790163"
woiikalo,"7,759255271"
wow,"7,759255271"
woy,"7,353790163"
woyymasak,"7,759255271"
wrga,"7,759255271"
wujud,"6,054507178"
wwoi,"7,759255271"
wwooooowwterkagum,"7,759255271"
xijinping,"7,759255271"
xxx,"7,759255271"
yaaa,"7,353790163"
yaallah,"7,759255271"
yaasmg,"7,759255271"
yagedung,"7,759255271"
yah,"6,37296091"
yahdik,"7,759255271"
yakin,"5,456670178"
yaman,"7,353790163"
yamanesia,"7,759255271"
yarbal,"7,759255271"
yarobbaal,"7,759255271"
yasalam,"7,759255271"
yasemoga,"7,759255271"
yassalam,"7,759255271"
yeah,"7,759255271"
yo,"7,759255271"
yogi,"7,759255271"
yohanes,"6,660642982"
yohanies,"7,759255271"
yok,"7,759255271"
york,"7,759255271"
you,"7,759255271"
youtuber,"7,353790163"
yra,"5,887453094"
yt,"7,353790163"
ytc,"7,759255271"
yth,"7,759255271"
yudhoyono,"6,660642982"
yuk,"7,353790163"
zaman,"6,842964539"
zona,"7,759255271"
zonk,"7,759255271"
